card1,card2,card3,theme,oracle,meaning
The Bone Skull,The Sun,The Mountain,,,
The Bone Skull,The Sun,Atlas,,,
The Bone Skull,The Sun,The Hawk,,,
The Bone Skull,The Sun,The Storm,,,
The Bone Skull,The Sun,The Vulture,,,
The Bone Skull,The Sun,The Eye of Horus,,,
The Bone Skull,The Sun,The Goat,,,
The Bone Skull,The Sun,The Harpy,,,
The Bone Skull,The Well,The Mountain,,,
The Bone Skull,The Well,Atlas,,,
The Bone Skull,The Well,The Hawk,,,
The Bone Skull,The Well,The Storm,,,
The Bone Skull,The Well,The Vulture,,,
The Bone Skull,The Well,The Eye of Horus,,,
The Bone Skull,The Well,The Goat,,,
The Bone Skull,The Well,The Harpy,,,
The Bone Skull,The Mountain,Atlas,,,
The Bone Skull,The Mountain,The Hawk,,,
The Bone Skull,The Mountain,The Storm,,,
The Bone Skull,The Mountain,The Vulture,,,
The Bone Skull,The Mountain,The Eye of Horus,,,
The Bone Skull,The Mountain,The Goat,,,
The Bone Skull,The Mountain,The Harpy,,,
The Bone Skull,Atlas,The Hawk,,,
The Bone Skull,Atlas,The Storm,,,
The Bone Skull,Atlas,The Vulture,,,
The Bone Skull,Atlas,The Eye of Horus,,,
The Bone Skull,Atlas,The Goat,,,
The Bone Skull,Atlas,The Harpy,,,
The Bone Skull,The Hawk,The Storm,,,
The Bone Skull,The Hawk,The Vulture,,,
The Bone Skull,The Hawk,The Eye of Horus,,,
The Bone Skull,The Hawk,The Goat,,,
The Bone Skull,The Hawk,The Harpy,,,
The Bone Skull,The Storm,The Vulture,,,
The Bone Skull,The Storm,The Eye of Horus,,,
The Bone Skull,The Storm,The Goat,,,
The Bone Skull,The Storm,The Harpy,,,
The Bone Skull,The Vulture,The Eye of Horus,,,
The Bone Skull,The Vulture,The Goat,,,
The Bone Skull,The Vulture,The Harpy,,,
The Bone Skull,The Eye of Horus,The Goat,,,
The Bone Skull,The Eye of Horus,The Harpy,,,
The Bone Skull,The Goat,The Harpy,,,
The Wheel,The Mirror,The Bat,,,
The Wheel,The Mirror,The Thorn,,,
The Wheel,The Mirror,The Angel,,,
The Wheel,The Mirror,The Torch,,,
The Wheel,The Mirror,The Lightning,,,
The Wheel,The Mirror,The Starling,,,
The Wheel,The Mirror,The Moon,,,
The Wheel,The Mirror,The Sun,,,
The Wheel,The Mirror,The Well,,,
The Wheel,The Mirror,The Mountain,,,
The Wheel,The Mirror,Atlas,,,
The Wheel,The Mirror,The Hawk,,,
The Wheel,The Mirror,The Storm,,,
The Wheel,The Mirror,The Vulture,,,
The Wheel,The Mirror,The Eye of Horus,,,
The Wheel,The Mirror,The Goat,,,
The Wheel,The Mirror,The Harpy,,,
The Wheel,The Bat,The Thorn,,,
The Wheel,The Bat,The Angel,,,
The Wheel,The Bat,The Torch,,,
The Wheel,The Bat,The Lightning,,,
The Wheel,The Bat,The Starling,,,
The Wheel,The Bat,The Moon,,,
The Wheel,The Bat,The Sun,,,
The Wheel,The Bat,The Well,,,
The Wheel,The Bat,The Mountain,,,
The Wheel,The Bat,Atlas,,,
The Wheel,The Bat,The Hawk,,,
The Wheel,The Bat,The Storm,,,
The Wheel,The Bat,The Vulture,,,
The Wheel,The Bat,The Eye of Horus,,,
The Wheel,The Bat,The Goat,,,
The Wheel,The Bat,The Harpy,,,
The Wheel,The Thorn,The Angel,,,
The Wheel,The Thorn,The Torch,,,
The Wheel,The Thorn,The Lightning,,,
The Wheel,The Thorn,The Starling,,,
The Wheel,The Thorn,The Moon,,,
The Wheel,The Thorn,The Sun,,,
The Wheel,The Thorn,The Well,,,
The Wheel,The Thorn,The Mountain,,,
The Wheel,The Thorn,Atlas,,,
The Wheel,The Thorn,The Hawk,,,
The Wheel,The Thorn,The Storm,,,
The Wheel,The Thorn,The Vulture,,,
The Wheel,The Thorn,The Eye of Horus,,,
The Wheel,The Thorn,The Goat,,,
The Wheel,The Thorn,The Harpy,,,
The Wheel,The Angel,The Torch,,,
The Wheel,The Angel,The Lightning,,,
The Wheel,The Angel,The Starling,,,
The Wheel,The Angel,The Moon,,,
The Wheel,The Angel,The Sun,,,
The Wheel,The Angel,The Well,,,
The Wheel,The Angel,The Mountain,,,
The Wheel,The Angel,Atlas,,,
The Wheel,The Angel,The Hawk,,,
The Wheel,The Angel,The Storm,,,
The Wheel,The Angel,The Vulture,,,
The Wheel,The Angel,The Eye of Horus,,,
The Wheel,The Angel,The Goat,,,
The Wheel,The Angel,The Harpy,,,
The Wheel,The Torch,The Lightning,,,
The Wheel,The Torch,The Starling,,,
The Wheel,The Torch,The Moon,,,
The Wheel,The Torch,The Sun,,,
The Wheel,The Torch,The Well,,,
The Wheel,The Torch,The Mountain,,,
The Wheel,The Torch,Atlas,,,
The Wheel,The Torch,The Hawk,,,
The Wheel,The Torch,The Storm,,,
The Wheel,The Torch,The Vulture,,,
The Wheel,The Torch,The Eye of Horus,,,
The Wheel,The Torch,The Goat,,,
The Wheel,The Torch,The Harpy,,,
The Wheel,The Lightning,The Starling,,,
The Wheel,The Lightning,The Moon,,,
The Wheel,The Lightning,The Sun,,,
The Wheel,The Lightning,The Well,,,
The Wheel,The Lightning,The Mountain,,,
The Wheel,The Lightning,Atlas,,,
The Wheel,The Lightning,The Hawk,,,
The Wheel,The Lightning,The Storm,,,
The Wheel,The Lightning,The Vulture,,,
The Wheel,The Lightning,The Eye of Horus,,,
The Wheel,The Lightning,The Goat,,,
The Wheel,The Lightning,The Harpy,,,
The Wheel,The Starling,The Moon,,,
The Wheel,The Starling,The Sun,,,
The Wheel,The Starling,The Well,,,
The Wheel,The Starling,The Mountain,,,
The Wheel,The Starling,Atlas,,,
The Wheel,The Starling,The Hawk,,,
The Wheel,The Starling,The Storm,,,
The Wheel,The Starling,The Vulture,,,
The Wheel,The Starling,The Eye of Horus,,,
The Wheel,The Starling,The Goat,,,
The Wheel,The Starling,The Harpy,,,
The Wheel,The Moon,The Sun,,,
The Wheel,The Moon,The Well,,,
The Wheel,The Moon,The Mountain,,,
The Wheel,The Moon,Atlas,,,
The Wheel,The Moon,The Hawk,,,
The Wheel,The Moon,The Storm,,,
The Wheel,The Moon,The Vulture,,,
The Wheel,The Moon,The Eye of Horus,,,
The Wheel,The Moon,The Goat,,,
The Wheel,The Moon,The Harpy,,,
The Wheel,The Sun,The Well,,,
The Wheel,The Sun,The Mountain,,,
The Wheel,The Sun,Atlas,,,
The Wheel,The Sun,The Hawk,,,
The Wheel,The Sun,The Storm,,,
The Wheel,The Sun,The Vulture,,,
The Wheel,The Sun,The Eye of Horus,,,
The Wheel,The Sun,The Goat,,,
The Wheel,The Sun,The Harpy,,,
The Wheel,The Well,The Mountain,,,
The Wheel,The Well,Atlas,,,
The Wheel,The Well,The Hawk,,,
The Wheel,The Well,The Storm,,,
The Wheel,The Well,The Vulture,,,
The Wheel,The Well,The Eye of Horus,,,
The Wheel,The Well,The Goat,,,
The Wheel,The Well,The Harpy,,,
The Wheel,The Mountain,Atlas,,,
The Wheel,The Mountain,The Hawk,,,
The Wheel,The Mountain,The Storm,,,
The Wheel,The Mountain,The Vulture,,,
The Wheel,The Mountain,The Eye of Horus,,,
The Wheel,The Mountain,The Goat,,,
The Wheel,The Mountain,The Harpy,,,
The Wheel,Atlas,The Hawk,,,
The Wheel,Atlas,The Storm,,,
The Wheel,Atlas,The Vulture,,,
The Wheel,Atlas,The Eye of Horus,,,
The Wheel,Atlas,The Goat,,,
The Wheel,Atlas,The Harpy,,,
The Wheel,The Hawk,The Storm,,,
The Wheel,The Hawk,The Vulture,,,
The Wheel,The Hawk,The Eye of Horus,,,
The Wheel,The Hawk,The Goat,,,
The Wheel,The Hawk,The Harpy,,,
The Wheel,The Storm,The Vulture,,,
The Wheel,The Storm,The Eye of Horus,,,
The Wheel,The Storm,The Goat,,,
The Wheel,The Storm,The Harpy,,,
The Wheel,The Vulture,The Eye of Horus,,,
The Wheel,The Vulture,The Goat,,,
The Wheel,The Vulture,The Harpy,,,
The Wheel,The Eye of Horus,The Goat,,,
The Wheel,The Eye of Horus,The Harpy,,,
The Wheel,The Goat,The Harpy,,,
The Mirror,The Bat,The Thorn,,,
The Mirror,The Bat,The Angel,,,
The Mirror,The Bat,The Torch,,,
The Mirror,The Bat,The Lightning,,,
The Mirror,The Bat,The Starling,,,
The Mirror,The Bat,The Moon,,,
The Mirror,The Bat,The Sun,,,
The Mirror,The Bat,The Well,,,
The Mirror,The Bat,The Mountain,,,
The Mirror,The Bat,Atlas,,,
The Mirror,The Bat,The Hawk,,,
The Mirror,The Bat,The Storm,,,
The Mirror,The Bat,The Vulture,,,
The Mirror,The Bat,The Eye of Horus,,,
The Mirror,The Bat,The Goat,,,
The Mirror,The Bat,The Harpy,,,
The Mirror,The Thorn,The Angel,,,
The Mirror,The Thorn,The Torch,,,
The Mirror,The Thorn,The Lightning,,,
The Mirror,The Thorn,The Starling,,,
The Mirror,The Thorn,The Moon,,,
The Mirror,The Thorn,The Sun,,,
The Mirror,The Thorn,The Well,,,
The Mirror,The Thorn,The Mountain,,,
The Mirror,The Thorn,Atlas,,,
The Mirror,The Thorn,The Hawk,,,
The Mirror,The Thorn,The Storm,,,
The Mirror,The Thorn,The Vulture,,,
The Mirror,The Thorn,The Eye of Horus,,,
The Mirror,The Thorn,The Goat,,,
The Mirror,The Thorn,The Harpy,,,
The Mirror,The Angel,The Torch,,,
The Mirror,The Angel,The Lightning,,,
The Mirror,The Angel,The Starling,,,
The Mirror,The Angel,The Moon,,,
The Mirror,The Angel,The Sun,,,
The Mirror,The Angel,The Well,,,
The Mirror,The Angel,The Mountain,,,
The Mirror,The Angel,Atlas,,,
The Mirror,The Angel,The Hawk,,,
The Mirror,The Angel,The Storm,,,
The Mirror,The Angel,The Vulture,,,
The Mirror,The Angel,The Eye of Horus,,,
The Mirror,The Angel,The Goat,,,
The Mirror,The Angel,The Harpy,,,
The Mirror,The Torch,The Lightning,,,
The Mirror,The Torch,The Starling,,,
The Mirror,The Torch,The Moon,,,
The Mirror,The Torch,The Sun,,,
The Mirror,The Torch,The Well,,,
The Mirror,The Torch,The Mountain,,,
The Mirror,The Torch,Atlas,,,
The Mirror,The Torch,The Hawk,,,
The Mirror,The Torch,The Storm,,,
The Mirror,The Torch,The Vulture,,,
The Mirror,The Torch,The Eye of Horus,,,
The Mirror,The Torch,The Goat,,,
The Mirror,The Torch,The Harpy,,,
The Mirror,The Lightning,The Starling,,,
The Mirror,The Lightning,The Moon,,,
The Mirror,The Lightning,The Sun,,,
The Mirror,The Lightning,The Well,,,
The Mirror,The Lightning,The Mountain,,,
The Mirror,The Lightning,Atlas,,,
The Mirror,The Lightning,The Hawk,,,
The Mirror,The Lightning,The Storm,,,
The Mirror,The Lightning,The Vulture,,,
The Mirror,The Lightning,The Eye of Horus,,,
The Mirror,The Lightning,The Goat,,,
The Mirror,The Lightning,The Harpy,,,
The Mirror,The Starling,The Moon,,,
The Mirror,The Starling,The Sun,,,
The Mirror,The Starling,The Well,,,
The Mirror,The Starling,The Mountain,,,
The Mirror,The Starling,Atlas,,,
The Mirror,The Starling,The Hawk,,,
The Mirror,The Starling,The Storm,,,
The Mirror,The Starling,The Vulture,,,
The Mirror,The Starling,The Eye of Horus,,,
The Mirror,The Starling,The Goat,,,
The Mirror,The Starling,The Harpy,,,
The Mirror,The Moon,The Sun,,,
The Mirror,The Moon,The Well,,,
The Mirror,The Moon,The Mountain,,,
The Mirror,The Moon,Atlas,,,
The Mirror,The Moon,The Hawk,,,
The Mirror,The Moon,The Storm,,,
The Mirror,The Moon,The Vulture,,,
The Mirror,The Moon,The Eye of Horus,,,
The Mirror,The Moon,The Goat,,,
The Mirror,The Moon,The Harpy,,,
The Mirror,The Sun,The Well,,,
The Mirror,The Sun,The Mountain,,,
The Mirror,The Sun,Atlas,,,
The Mirror,The Sun,The Hawk,,,
The Mirror,The Sun,The Storm,,,
The Mirror,The Sun,The Vulture,,,
The Mirror,The Sun,The Eye of Horus,,,
The Mirror,The Sun,The Goat,,,
The Mirror,The Sun,The Harpy,,,
The Mirror,The Well,The Mountain,,,
The Mirror,The Well,Atlas,,,
The Mirror,The Well,The Hawk,,,
The Mirror,The Well,The Storm,,,
The Mirror,The Well,The Vulture,,,
The Mirror,The Well,The Eye of Horus,,,
The Mirror,The Well,The Goat,,,
The Mirror,The Well,The Harpy,,,
The Mirror,The Mountain,Atlas,,,
The Mirror,The Mountain,The Hawk,,,
The Mirror,The Mountain,The Storm,,,
The Mirror,The Mountain,The Vulture,,,
The Mirror,The Mountain,The Eye of Horus,,,
The Mirror,The Mountain,The Goat,,,
The Mirror,The Mountain,The Harpy,,,
The Mirror,Atlas,The Hawk,,,
The Mirror,Atlas,The Storm,,,
The Mirror,Atlas,The Vulture,,,
The Mirror,Atlas,The Eye of Horus,,,
The Mirror,Atlas,The Goat,,,
The Mirror,Atlas,The Harpy,,,
The Mirror,The Hawk,The Storm,,,
The Mirror,The Hawk,The Vulture,,,
The Mirror,The Hawk,The Eye of Horus,,,
The Mirror,The Hawk,The Goat,,,
The Mirror,The Hawk,The Harpy,,,
The Mirror,The Storm,The Vulture,,,
The Mirror,The Storm,The Eye of Horus,,,
The Mirror,The Storm,The Goat,,,
The Mirror,The Storm,The Harpy,,,
The Mirror,The Vulture,The Eye of Horus,,,
The Mirror,The Vulture,The Goat,,,
The Mirror,The Vulture,The Harpy,,,
The Mirror,The Eye of Horus,The Goat,,,
The Mirror,The Eye of Horus,The Harpy,,,
The Mirror,The Goat,The Harpy,,,
The Bat,The Thorn,The Angel,,,
The Bat,The Thorn,The Torch,,,
The Bat,The Thorn,The Lightning,,,
The Bat,The Thorn,The Starling,,,
The Bat,The Thorn,The Moon,,,
The Bat,The Thorn,The Sun,,,
The Bat,The Thorn,The Well,,,
The Bat,The Thorn,The Mountain,,,
The Bat,The Thorn,Atlas,,,
The Bat,The Thorn,The Hawk,,,
The Bat,The Thorn,The Storm,,,
The Bat,The Thorn,The Vulture,,,
The Bat,The Thorn,The Eye of Horus,,,
The Bat,The Thorn,The Goat,,,
The Bat,The Thorn,The Harpy,,,
The Bat,The Angel,The Torch,,,
The Bat,The Angel,The Lightning,,,
The Bat,The Angel,The Starling,,,
The Bat,The Angel,The Moon,,,
The Bat,The Angel,The Sun,,,
The Bat,The Angel,The Well,,,
The Bat,The Angel,The Mountain,,,
The Bat,The Angel,Atlas,,,
The Bat,The Angel,The Hawk,,,
The Bat,The Angel,The Storm,,,
The Bat,The Angel,The Vulture,,,
The Bat,The Angel,The Eye of Horus,,,
The Bat,The Angel,The Goat,,,
The Bat,The Angel,The Harpy,,,
The Bat,The Torch,The Lightning,,,
The Bat,The Torch,The Starling,,,
The Bat,The Torch,The Moon,,,
The Bat,The Torch,The Sun,,,
The Bat,The Torch,The Well,,,
The Bat,The Torch,The Mountain,,,
The Bat,The Torch,Atlas,,,
The Bat,The Torch,The Hawk,,,
The Bat,The Torch,The Storm,,,
The Bat,The Torch,The Vulture,,,
The Bat,The Torch,The Eye of Horus,,,
The Bat,The Torch,The Goat,,,
The Bat,The Torch,The Harpy,,,
The Bat,The Lightning,The Starling,,,
The Bat,The Lightning,The Moon,,,
The Bat,The Lightning,The Sun,,,
The Bat,The Lightning,The Well,,,
The Bat,The Lightning,The Mountain,,,
The Bat,The Lightning,Atlas,,,
The Bat,The Lightning,The Hawk,,,
The Bat,The Lightning,The Storm,,,
The Bat,The Lightning,The Vulture,,,
The Bat,The Lightning,The Eye of Horus,,,
The Bat,The Lightning,The Goat,,,
The Bat,The Lightning,The Harpy,,,
The Bat,The Starling,The Moon,,,
The Bat,The Starling,The Sun,,,
The Bat,The Starling,The Well,,,
The Bat,The Starling,The Mountain,,,
The Bat,The Starling,Atlas,,,
The Bat,The Starling,The Hawk,,,
The Bat,The Starling,The Storm,,,
The Bat,The Starling,The Vulture,,,
The Bat,The Starling,The Eye of Horus,,,
The Bat,The Starling,The Goat,,,
The Bat,The Starling,The Harpy,,,
The Bat,The Moon,The Sun,,,
The Bat,The Moon,The Well,,,
The Bat,The Moon,The Mountain,,,
The Bat,The Moon,Atlas,,,
The Bat,The Moon,The Hawk,,,
The Bat,The Moon,The Storm,,,
The Bat,The Moon,The Vulture,,,
The Bat,The Moon,The Eye of Horus,,,
The Bat,The Moon,The Goat,,,
The Bat,The Moon,The Harpy,,,
The Bat,The Sun,The Well,,,
The Bat,The Sun,The Mountain,,,
The Bat,The Sun,Atlas,,,
The Bat,The Sun,The Hawk,,,
The Bat,The Sun,The Storm,,,
The Bat,The Sun,The Vulture,,,
The Bat,The Sun,The Eye of Horus,,,
The Bat,The Sun,The Goat,,,
The Bat,The Sun,The Harpy,,,
The Bat,The Well,The Mountain,,,
The Bat,The Well,Atlas,,,
The Bat,The Well,The Hawk,,,
The Bat,The Well,The Storm,,,
The Bat,The Well,The Vulture,,,
The Bat,The Well,The Eye of Horus,,,
The Bat,The Well,The Goat,,,
The Bat,The Well,The Harpy,,,
The Bat,The Mountain,Atlas,,,
The Bat,The Mountain,The Hawk,,,
The Bat,The Mountain,The Storm,,,
The Bat,The Mountain,The Vulture,,,
The Bat,The Mountain,The Eye of Horus,,,
The Bat,The Mountain,The Goat,,,
The Bat,The Mountain,The Harpy,,,
The Bat,Atlas,The Hawk,,,
The Bat,Atlas,The Storm,,,
The Bat,Atlas,The Vulture,,,
The Bat,Atlas,The Eye of Horus,,,
The Bat,Atlas,The Goat,,,
The Bat,Atlas,The Harpy,,,
The Bat,The Hawk,The Storm,,,
The Bat,The Hawk,The Vulture,,,
The Bat,The Hawk,The Eye of Horus,,,
The Bat,The Hawk,The Goat,,,
The Bat,The Hawk,The Harpy,,,
The Bat,The Storm,The Vulture,,,
The Bat,The Storm,The Eye of Horus,,,
The Bat,The Storm,The Goat,,,
The Bat,The Storm,The Harpy,,,
The Bat,The Vulture,The Eye of Horus,,,
The Bat,The Vulture,The Goat,,,
The Bat,The Vulture,The Harpy,,,
The Bat,The Eye of Horus,The Goat,,,
The Bat,The Eye of Horus,The Harpy,,,
The Bat,The Goat,The Harpy,,,
The Thorn,The Angel,The Torch,,,
The Thorn,The Angel,The Lightning,,,
The Thorn,The Angel,The Starling,,,
The Thorn,The Angel,The Moon,,,
The Thorn,The Angel,The Sun,,,
The Thorn,The Angel,The Well,,,
The Thorn,The Angel,The Mountain,,,
The Thorn,The Angel,Atlas,,,
The Thorn,The Angel,The Hawk,,,
The Thorn,The Angel,The Storm,,,
The Thorn,The Angel,The Vulture,,,
The Thorn,The Angel,The Eye of Horus,,,
The Thorn,The Angel,The Goat,,,
The Thorn,The Angel,The Harpy,,,
The Thorn,The Torch,The Lightning,,,
The Thorn,The Torch,The Starling,,,
The Thorn,The Torch,The Moon,,,
The Thorn,The Torch,The Sun,,,
The Thorn,The Torch,The Well,,,
The Thorn,The Torch,The Mountain,,,
The Thorn,The Torch,Atlas,,,
The Thorn,The Torch,The Hawk,,,
The Thorn,The Torch,The Storm,,,
The Thorn,The Torch,The Vulture,,,
The Thorn,The Torch,The Eye of Horus,,,
The Thorn,The Torch,The Goat,,,
The Thorn,The Torch,The Harpy,,,
The Thorn,The Lightning,The Starling,,,
The Thorn,The Lightning,The Moon,,,
The Thorn,The Lightning,The Sun,,,
The Thorn,The Lightning,The Well,,,
The Thorn,The Lightning,The Mountain,,,
The Thorn,The Lightning,Atlas,,,
The Thorn,The Lightning,The Hawk,,,
The Thorn,The Lightning,The Storm,,,
The Thorn,The Lightning,The Vulture,,,
The Thorn,The Lightning,The Eye of Horus,,,
The Thorn,The Lightning,The Goat,,,
The Thorn,The Lightning,The Harpy,,,
The Thorn,The Starling,The Moon,,,
The Thorn,The Starling,The Sun,,,
The Thorn,The Starling,The Well,,,
The Thorn,The Starling,The Mountain,,,
The Thorn,The Starling,Atlas,,,
The Thorn,The Starling,The Hawk,,,
The Thorn,The Starling,The Storm,,,
The Thorn,The Starling,The Vulture,,,
The Thorn,The Starling,The Eye of Horus,,,
The Thorn,The Starling,The Goat,,,
The Thorn,The Starling,The Harpy,,,
The Thorn,The Moon,The Sun,,,
The Thorn,The Moon,The Well,,,
The Thorn,The Moon,The Mountain,,,
The Thorn,The Moon,Atlas,,,
The Thorn,The Moon,The Hawk,,,
The Thorn,The Moon,The Storm,,,
The Thorn,The Moon,The Vulture,,,
The Thorn,The Moon,The Eye of Horus,,,
The Thorn,The Moon,The Goat,,,
The Thorn,The Moon,The Harpy,,,
The Thorn,The Sun,The Well,,,
The Thorn,The Sun,The Mountain,,,
The Thorn,The Sun,Atlas,,,
The Thorn,The Sun,The Hawk,,,
The Thorn,The Sun,The Storm,,,
The Thorn,The Sun,The Vulture,,,
The Thorn,The Sun,The Eye of Horus,,,
The Thorn,The Sun,The Goat,,,
The Thorn,The Sun,The Harpy,,,
The Thorn,The Well,The Mountain,,,
The Thorn,The Well,Atlas,,,
The Thorn,The Well,The Hawk,,,
The Thorn,The Well,The Storm,,,
The Thorn,The Well,The Vulture,,,
The Thorn,The Well,The Eye of Horus,,,
The Thorn,The Well,The Goat,,,
The Thorn,The Well,The Harpy,,,
The Thorn,The Mountain,Atlas,,,
The Thorn,The Mountain,The Hawk,,,
The Thorn,The Mountain,The Storm,,,
The Thorn,The Mountain,The Vulture,,,
The Thorn,The Mountain,The Eye of Horus,,,
The Thorn,The Mountain,The Goat,,,
The Thorn,The Mountain,The Harpy,,,
The Thorn,Atlas,The Hawk,,,
The Thorn,Atlas,The Storm,,,
The Thorn,Atlas,The Vulture,,,
The Thorn,Atlas,The Eye of Horus,,,
The Thorn,Atlas,The Goat,,,
The Thorn,Atlas,The Harpy,,,
The Thorn,The Hawk,The Storm,,,
The Thorn,The Hawk,The Vulture,,,
The Thorn,The Hawk,The Eye of Horus,,,
The Thorn,The Hawk,The Goat,,,
The Thorn,The Hawk,The Harpy,,,
The Thorn,The Storm,The Vulture,,,
The Thorn,The Storm,The Eye of Horus,,,
The Thorn,The Storm,The Goat,,,
The Thorn,The Storm,The Harpy,,,
The Thorn,The Vulture,The Eye of Horus,,,
The Thorn,The Vulture,The Goat,,,
The Thorn,The Vulture,The Harpy,,,
The Thorn,The Eye of Horus,The Goat,,,
The Thorn,The Eye of Horus,The Harpy,,,
The Thorn,The Goat,The Harpy,,,
The Angel,The Torch,The Lightning,,,
The Angel,The Torch,The Starling,,,
The Angel,The Torch,The Moon,,,
The Angel,The Torch,The Sun,,,
The Angel,The Torch,The Well,,,
The Angel,The Torch,The Mountain,,,
The Angel,The Torch,Atlas,,,
The Angel,The Torch,The Hawk,,,
The Angel,The Torch,The Storm,,,
The Angel,The Torch,The Vulture,,,
The Angel,The Torch,The Eye of Horus,,,
The Angel,The Torch,The Goat,,,
The Angel,The Torch,The Harpy,,,
The Angel,The Lightning,The Starling,,,
The Angel,The Lightning,The Moon,,,
The Angel,The Lightning,The Sun,,,
The Angel,The Lightning,The Well,,,
The Angel,The Lightning,The Mountain,,,
The Angel,The Lightning,Atlas,,,
The Angel,The Lightning,The Hawk,,,
The Angel,The Lightning,The Storm,,,
The Angel,The Lightning,The Vulture,,,
The Angel,The Lightning,The Eye of Horus,,,
The Angel,The Lightning,The Goat,,,
The Angel,The Lightning,The Harpy,,,
The Angel,The Starling,The Moon,,,
The Angel,The Starling,The Sun,,,
The Angel,The Starling,The Well,,,
The Angel,The Starling,The Mountain,,,
The Angel,The Starling,Atlas,,,
The Angel,The Starling,The Hawk,,,
The Angel,The Starling,The Storm,,,
The Angel,The Starling,The Vulture,,,
The Angel,The Starling,The Eye of Horus,,,
The Angel,The Starling,The Goat,,,
The Angel,The Starling,The Harpy,,,
The Angel,The Moon,The Sun,,,
The Angel,The Moon,The Well,,,
The Angel,The Moon,The Mountain,,,
The Angel,The Moon,Atlas,,,
The Angel,The Moon,The Hawk,,,
The Angel,The Moon,The Storm,,,
The Angel,The Moon,The Vulture,,,
The Angel,The Moon,The Eye of Horus,,,
The Angel,The Moon,The Goat,,,
The Angel,The Moon,The Harpy,,,
The Angel,The Sun,The Well,,,
The Angel,The Sun,The Mountain,,,
The Angel,The Sun,Atlas,,,
The Angel,The Sun,The Hawk,,,
The Angel,The Sun,The Storm,,,
The Angel,The Sun,The Vulture,,,
The Angel,The Sun,The Eye of Horus,,,
The Angel,The Sun,The Goat,,,
The Angel,The Sun,The Harpy,,,
The Angel,The Well,The Mountain,,,
The Angel,The Well,Atlas,,,
The Angel,The Well,The Hawk,,,
The Angel,The Well,The Storm,,,
The Angel,The Well,The Vulture,,,
The Angel,The Well,The Eye of Horus,,,
The Angel,The Well,The Goat,,,
The Angel,The Well,The Harpy,,,
The Angel,The Mountain,Atlas,,,
The Angel,The Mountain,The Hawk,,,
The Angel,The Mountain,The Storm,,,
The Angel,The Mountain,The Vulture,,,
The Angel,The Mountain,The Eye of Horus,,,
The Angel,The Mountain,The Goat,,,
The Angel,The Mountain,The Harpy,,,
The Angel,Atlas,The Hawk,,,
The Angel,Atlas,The Storm,,,
The Angel,Atlas,The Vulture,,,
The Angel,Atlas,The Eye of Horus,,,
The Angel,Atlas,The Goat,,,
The Angel,Atlas,The Harpy,,,
The Angel,The Hawk,The Storm,,,
The Angel,The Hawk,The Vulture,,,
The Angel,The Hawk,The Eye of Horus,,,
The Angel,The Hawk,The Goat,,,
The Angel,The Hawk,The Harpy,,,
The Angel,The Storm,The Vulture,,,
The Angel,The Storm,The Eye of Horus,,,
The Angel,The Storm,The Goat,,,
The Angel,The Storm,The Harpy,,,
The Angel,The Vulture,The Eye of Horus,,,
The Angel,The Vulture,The Goat,,,
The Angel,The Vulture,The Harpy,,,
The Angel,The Eye of Horus,The Goat,,,
The Angel,The Eye of Horus,The Harpy,,,
The Angel,The Goat,The Harpy,,,
The Torch,The Lightning,The Starling,,,
The Torch,The Lightning,The Moon,,,
The Torch,The Lightning,The Sun,,,
The Torch,The Lightning,The Well,,,
The Torch,The Lightning,The Mountain,,,
The Torch,The Lightning,Atlas,,,
The Torch,The Lightning,The Hawk,,,
The Torch,The Lightning,The Storm,,,
The Torch,The Lightning,The Vulture,,,
The Torch,The Lightning,The Eye of Horus,,,
The Torch,The Lightning,The Goat,,,
The Torch,The Lightning,The Harpy,,,
The Torch,The Starling,The Moon,,,
The Torch,The Starling,The Sun,,,
The Torch,The Starling,The Well,,,
The Torch,The Starling,The Mountain,,,
The Torch,The Starling,Atlas,,,
The Torch,The Starling,The Hawk,,,
The Torch,The Starling,The Storm,,,
The Torch,The Starling,The Vulture,,,
The Torch,The Starling,The Eye of Horus,,,
The Torch,The Starling,The Goat,,,
The Torch,The Starling,The Harpy,,,
The Torch,The Moon,The Sun,,,
The Torch,The Moon,The Well,,,
The Torch,The Moon,The Mountain,,,
The Torch,The Moon,Atlas,,,
The Torch,The Moon,The Hawk,,,
The Torch,The Moon,The Storm,,,
The Torch,The Moon,The Vulture,,,
The Torch,The Moon,The Eye of Horus,,,
The Torch,The Moon,The Goat,,,
The Torch,The Moon,The Harpy,,,
The Torch,The Sun,The Well,,,
The Torch,The Sun,The Mountain,,,
The Torch,The Sun,Atlas,,,
The Torch,The Sun,The Hawk,,,
The Torch,The Sun,The Storm,,,
The Torch,The Sun,The Vulture,,,
The Torch,The Sun,The Eye of Horus,,,
The Torch,The Sun,The Goat,,,
The Torch,The Sun,The Harpy,,,
The Torch,The Well,The Mountain,,,
The Torch,The Well,Atlas,,,
The Torch,The Well,The Hawk,,,
The Torch,The Well,The Storm,,,
The Torch,The Well,The Vulture,,,
The Torch,The Well,The Eye of Horus,,,
The Torch,The Well,The Goat,,,
The Torch,The Well,The Harpy,,,
The Torch,The Mountain,Atlas,,,
The Torch,The Mountain,The Hawk,,,
The Torch,The Mountain,The Storm,,,
The Torch,The Mountain,The Vulture,,,
The Torch,The Mountain,The Eye of Horus,,,
